Singer	Title	Actual lyrics	text	
Abhijeet 	 Kabhi Yaadon Me Aau Kabhi Khwabon Mein Aau	"Kabhi yaadon mein aaoon
Kabhi khwaabon mein aaoon
Kabhi yaadon mein aaoon
Kabhi khwaabon mein aaoon
Teri palkon ke saaye mein aakar jhilmilaoon
Main wo khushboo nahin jo hawa mein kho jaaoon
 
Hawa bhi chal rahi hai
Magar tu hi nahi hai
Fiza rangeen bani hai
Kahaani keh rahi hai
Mujhe jitna bhulao
Main utna yaad aaoon
Kabhi yaadon mein aaoon
Kabhi khwaabon mein aaoon.
 
Jo tum na milti
Hota hi kya dhoond laane ko?
Jo tum na milti
Hota hi kya dhoond laane ko?
Jo tum na milti
Hota hi kya haar jaane ko?
Meri amaanat thhi tum
Meri amaanat thhi tum
Meri mohabbat ho tum
Tumhein kaise main bhulaoon?
 
Kabhi yaadon mein aaoon
Kabhi khwaabon mein aaoon
Teri palkon ke saaye mein aakar jhilmilaoon
 
Tadap rahe ho
Zamaane se muskaraane ko
Tadap rahe ho
Zamaane se muskaraane ko
Taras rahe ho
Zamaane se paas aane ko
Teri dhadkanon mein baskar
Teri dhadkanon mein baskar
Teri saans mein reh reh kar
Tumhein har pal sataaoon
 
Kabhi yaadon mein aaoon
Kabhi khwaabon mein aaoon
Teri palkon ke saaye mein aakar jhilmilaoon
Main wo khushboo nahin jo hawa mein kho jaaoon"	"Sometime appear in the remembrances, sometime appear in the dreams.
Sometime appear in the remembrances, sometime appear in the dreams.
I shall shimmer coming in the shadow of your eyelashes.
I am not that fragrance who shall lose by contacting in the air.
 
Even the winds are blowing.
But it you are not there.
The atmosphere has become ingredient.
The story is telling itself.
The more you may forget me.
The more I will be remembered.
Sometime appear in the remembrances, sometime appear in the dreams.
 
That you were not had.
What would be there to search out?
That you were not had.
What would be there to search out?
That you were not had.
What would be there to search out?
You were my fidelity.
You were my fidelity.
And you are my love.
How could I forget you?
 
Sometime appear in the remembrances, sometime appear in the dreams.
I shall shimmer coming in the shadow of your eyelashes.
 
I have been groaning for a long time to smile.
I have been groaning for a long time to smile.
And you have been craving for a long time to come nigh.
While dwelling in your throbs.
While dwelling in your throbs.
And while staying in your breaths ever.
I shall tease you each moment.
 
Sometime appear in the remembrances, sometime appear in the dreams.
I shall shimmer coming in the shadow of your eyelashes.
I am not that fragrance who shall lose by contacting in the air."	2
Mohit Chauhan	Ala Barfi	"oo ae..
Aankhon hi aankhon mein kare batein
gupchup gupchup gupchup hoi, fus fus fus fus
oway.. Khwaabon ki nadi mein khaaye gote
gud gud gud ho, bud bud bud
 
Ala ala matwala barfi
Paanv pada mota chhala barfee
Raaton ka hai ye ujaala barfee
Ghumsum ghumsum hi machae ye to uttpaat
Khur khur khur khur khurafati kare non-stop
 
Khur khur khur khur, bud bud bud bud
Gud gud gud gud gud maula isise bachai le
 
hey.. aankhon hi aankhon mein kare batein..
Khwaabon ki nadi mein khaye gote..
 
Kabhi na rukta re
Kabhi na thamta re
Gham jo dikha use
Khushiyon ki thokar mare
 
Palko ki harmuniya
Naino ki ga re sa re
Dhadkan ki rhythm pe ye
Gaata jaaye gaane pyare
 
Bhola na shamjho ye
chaalu khiladi hai bada bada
Sooraj ye bujha dega
Maarega phoonk aesi
chowk talaiyya pipal chhaiyya
Har kooche ki aisi taisi
 
Ankhon hi ankhon mein kare baatein
Khwabon ki nadi mein khaaye gotay..
 
Barfi jo Amma Ji ki kokh mein tha soya
Amma ne marfi ka radio mangaya
Marfi munna jaisa lalla, Amma ka tha sapna
Munna jab haule haule, duniya mein aaya
Baba ne Ceylon wala station lagaya
 
Radio on hua
Amma off hui
Toota har sapna
Munna mute hi aansu bahae
Munna jhunjhuna sun bhi na paaye
jhun jhun jhun jhun jhun.."	"Oo
He talks in eyes only
silently, whispering..
He dives in the river of dreams
(sounds of diving/sinking/bubbles)
 
the mellow Barfi has come..
Barfi is a blister in the foot
Barfii is the light of nights
being silent only, he is upto mischieves
mischievous, he does that non-stop.
 
....
.... Oh God, save me from him
 
He talks in eyes only...
He dives in the river of dreams...
 
He never stops
He never stays
Whenever he sees sorrow
he kicks it with happiness
 
The harmonium of his eyelids (which keep going up and down all the time like a harmonium's air-filler)
He, on the rhythm of heartbeats
keeps on singing lovely songs
 
Don't consider him innocent
He is a very clever player
He will extinguish the sun
such a blow he will give
in the yard, the pond, under the Peepal tree,
He leaves no street..
 
He talks in eyes only...
He dives in the river of dreams...
 
Barfi was sleeping in mother's womb,
The mother ordered the radio of Murphy
The Murphy kid was mother's dream child
When the child came in this world slowly
The father set the station of Ceylon
 
The radio was switched on
The mother got turned off (she died)
Every dream ended
The child sheds tears mute only
The child cannot listen to the rattling toy"	1
Mohit Chauhan	Ankhon Mein Basa Lunga	"Aankhon mein basa loonga,
Saanson mein sama loonga
 

Miss you every moment
When you not around
But always on my mind
See you everywhere
When you not around
But always on my mind
 
Aankhon mein basa loonga,
Saanson mein sama loonga
 
Aankhon mein basa loonga,
Saanson mein sama loonga
 
Tu haan bhi kahe, ya naa bhi kahe
Tu haan bhi kahe, ya naa bhi kahe
Tumhe tumse chura loonga
Saanson mein sama loonga
 
Aankhon mein basa loonga,
Saanson mein sama loonga
 
 
Bikhri si inn zulfon ko,
Jee karta bas dekha karoon
 
Ho..
Bikhri si inn zulfon ko,
Jee karta bas dekha karoon
Pyaari si inn aankhon pe,
Jeevan bhar kuch likkha karoon
 
Tu hai aisi ghazal, gaaye dil har pal
Tu hai aisi ghazal, gaaye dil har pal
Ittihaas racha dunga, ho..
Saanson mein sama loonga
 
Aankhon mein basa loonga,
Saanson mein sama loonga
 
Miss you every moment
When you not around
But always on my mind
See you everywhere
When you not around
But always on my mind
 
(Instrumental Break)
 
Tum ho pyaar, tum sansaar
Tum ho meri pooja re
Mann mandir mein bas ek tu
Aur nahi koi dooja re
 
Izhaar kare, mujhe pyaar kare
Izhaar kare, mujhe pyaar kare
Saari duniya bhula dunga
Saanson mein sama lunga
 
Aankhon mein basa lunga
Saanson mein sama lunga
 
Miss you every moment
When you not around
But always on my mind
See you everywhere
When you not around
But always on my mind"	"I'll keep you in my eyes
I'll take care of you in my breaths
 

Miss you every moment
When you not around
But always on my mind
See you everywhere
When you not around
But always on my mind
 
I'll keep you in my eyes
I'll take care of you in my breaths
 
I'll keep you in my eyes
I'll take care of you in my breaths
 
wither you say yes , or you say no
wither you say yes , or you say no
I'll steal you from your own self
I'll take care of you in my breaths
 
I'll keep you in my eyes
I'll take care of you in my breaths
 

your amazing hair braids ,
my heart only wants me to look at them
 
ho..
your amazing hair braids ,
my heart only wants me to look at them
and on these lovely eyes,
keep writing for all my life
 
you are that song of love, that my heart sings at every moment
you are that song of love, that my heart sings at every moment
 
I'll take care of you in my breaths
 
I'll keep you in my eyes
I'll take care of you in my breaths
 
Miss you every moment
When you not around
But always on my mind
See you everywhere
When you not around
But always on my mind
 
(Instrumental Break)
 
you are love, you are
you are my prayer
in the temple of my heart only you
and no one else
 
show me , that you love me
show me , that you love me
i'll forget about the whole world
I'll take care of you in my breaths
 
I'll keep you in my eyes
I'll take care of you in my breaths
 
Miss you every moment
When you not around
But always on my mind
See you everywhere
When you not around
But always on my mind"	2
Mohit Chauhan	Pee Loon	"Pee loon tere neelay neelay nainon se shabnam
Pee loon tere geelay geelay hoto ki sargam
Pee loon hai peenay ka mausam
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekraari hai
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekraari hai
Tere bin jee nahi lagda, tere bin jee nahi sakda
Tujhpe hai haare maine vaare do jahan, kurbaan, meharbaan, ke main toh kurbaan
Sun le zara, tera kurbaan
 
Hosh mein rahun kyun aaj main
Tu meri baahon mein simti hai, mujh mein samayi hai yun
Jis tarah ki koi ho nadi, tu mere seenay mein chupti hai sagar tumhara main hoon
Pee loon teri dheemi dheemi lehron ki cham cham
Pee loon teri saundi saundi saanson ko har dum
Pee loon hai peenay ka mausam
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekraari hai
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekraari hai
 
Shaam ko milun jo main tujhe
Toh bura subah na jaane kyun kuch maan jaati hai yeh
Har lamha, har ghadi har pehar
Hi teri yaadon se tadpa ke mujhko jalati hai yeh
Pee loon main dheere dheere jalne ka yeh gumm
Pee loon inn gore gore haanthon se hum dum
Pee loon hai peenay ka mausam
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekraari hai
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekraari hai
Tere bin jee nahi lagda, tere bin jee nahi sakda
Tujhpe hai haare maine vaare do jahan, kurbaan, meharbaan, ke main toh kurbaan
Sun le zara, tera kurbaan"	"Tere neele neele nainon se shabnam
Pee loon
Tere geele geele honthon ki sargam
 
I shall drink the
Wetness of your blue eyes
I shall drink the
Slofege of your wet lips
 
Pee loon
Hai peene ka mausam
 
Trans:
I shall drink
Because it is the season of drinking
 
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekaraari hai
 
Trans:
With you love remains successful
With you there is an intoxication
With you there is rest as well
With you there is restlessness
 
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekaraari hai
 
Tere bin jee nahin lagda
Tere bin jee nahin sakda
Tujh pe hain haare
Maine vaare do jahan
 
Trans:
My heart does not enjoy without you
I can not live without you
I have lost and given away
My both world for you
 
Kurbaan meharbaan
Ke main toh kurbaan
Sun le sada
Tera kurbaan
 
Trans:
Sacrifice,kindness
I have sacrificed myself
Listen to the call
I am sacrificed for you
 
Hosh mein rahun kyun aaj main
Tu meri baahon mein simti hai
Mujh mein samayi hai yun
Jis tarah tu koi ho nadi
Tu mere seene mein chhupti hai
Saagar tumhara main hoon
 
Trans:
Why should I remian in my senses?
You are shrinked in my arms
You are merged in me as if
You are a river
You hide in my chest
As if I am your ocean
 
Pee loon
Teri dheemi dheemi lehron ki chham chham
Pee loon
Teri saundhi saundhi saanson ko har dum
 
Trans:
I shall drink the
Tinkling of your slow tides
I shall drink
Your light breath every moment
 
Pee loon
Hai peene ka mausam
 
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekaraari hai
 
Tere sang ishq taari hai
Tere sang ik khumari hai
Tere sang chain bhi mujhko
Tere sang bekaraari hai
 
Shaam ko milun jo main tujhe
Toh bura subah na jaane kyun
Kuchh maan jaati hai yeh
 
Trans:
If I meet you in the evening,
I don't know why morning
Feel's bad
 
Har lamha har ghadi har pehar
Hi teri yaadon se tadpa ke
Mujhko jalati hai yeh
 
Trans:
Every moment and part of the day
It burn's me by torturing me
With your memories
 
Pee loon
Main dheere dheere jalne ka yeh gham
Pee loon
Inn gore gore haathon se hum dum
 
Trans:
I shall slowly drink the
Grief of burning
I shall drink
From your white hands,beloved"	4
Mohit Chauhan	Saans	"Saans mein teri saans mili to
mujhe saans aayi..
 
rooh ne chhoo li jism ki khushboo,
tu jo paas aayi..
 
kab tak hosh sambhale koi,
hosh ude to ud jaane do..
dil kab seedhi raah chala hai
raah mude to mud jaane do
tere khayal mein doob ke aksar
achchi lage tanhaai..
 
raat teri baahon mein kate to,
subaha badi halki lagti hai
aankh mein rehne lage ho kya tum,
kyon chhalki chhalki lagti hai
mujhko phir se chhoo ke bolo
meri kasam kya khaayi..
 
Saans mein teri saans mili to
mujhe saans aayi..
 
rooh ne chhoo li jism ki khushboo,
tu jo paas aayi.."	"when your breath mixed in my breath,
I was able to breathe..
 
soul touched the body's fragrance,
when you came nearby..
 
how long can one remain in control,
when consciousness goes, let it go..
when has the heart gone on a straight path,
if the path turns, let it turn..
when I am in your thoughts,
loneliness feels good..
 
when the night goes in your arms,
morning looks very light,
have you started living in my eyes,
it keeps spilling..
touch me again and say,
have you sweared on me..
 
when your breath mixed in my breath,
I was able to breathe..
 
soul touched the body's fragrance,
when you came nearby.."	4
Mohit Chauhan	Saiyyara	"aasmaan, tera mera hua
khwaab ki tarah dhuaan dhuaan
aasmaan, tera mera hua
saans ki tarah ruaan ruaan
jaaye jahan tu jaye
paaye mujhe hi paaye
saaye ye mere hain tujh mein samaaye
Saiyyara main saiyaara
sayyara tu saiyyara
Sitaron ke jahan mein milenge ab yaara
 
tu jo mila to yoon hua
ho gayi poori adhoori si dua
tu jo gaya to le gaya
sang tere mere jeene ki har wajah
 
jaaye jahan tu jaye
paaye mujhe hi paaye
saaye ye mere hain tujh mein samaaye
Saiyyara main saiyaara
sayyara tu saiyyara
Sitaron ke jahan mein milenge ab yaara
 
tum pe miti, tum se bani,
tum se hua hai haan khud pe yakeen
tu jo nahi to na sahi,
main hoon yahan to
tu hai yahin kahin..
 
jaaye jahan tu jaye
paaye mujhe hi paaye
saaye ye mere hain tujh mein samaaye
Saiyyara main saiyaara
sayyara tu saiyyara
Sitaron ke jahan mein milenge ab yaara"	"your sky, and mine,
has become all smoke, like a dream..
your sky, and mine,
is spread in parts, like breaths..
wherever you go,
you'll find me only..
these shadows of mine are comprised in you..
planet, I'm a planet now..
Planet, you're a planet (too)..
And we shall meet again in the world of stars now..
 
since you have met, it has so happened,
as if some unheard wish is fulfilled..
as you left, you took with you
every reason for me to live..
 
wherever you go,
you'll find me only..
these shadows of mine are comprised in you..
planet, I'm a planet now..
Planet, you're a planet (too)..
And we shall meet again in the world of stars now..
 
I'm sacrificed on you, I am made of you,
(as in, am good due to you)
from you only I have belief in myself..
If I am here,
you're somewhere here only..
 
wherever you go,
you'll find me only..
these shadows of mine are comprised in you..
planet, I'm a planet now..
Planet, you're a planet (too)..
And we shall meet again in the world of stars now.."	1
Mohit Chauhan	Tujhe Bhula Diya	"Naina lageeyan baarishan
Te sukke sukke sapne vi pijj gaye
Naina lageeyan baarishan
Rove palkan de kone vich neendh meri
Naina laggeyan baarishan
Hanju digde ne chot lage dil te
Naina laggeyan baarishan
Rut birha de badlan di chaa gayi
 
Kaali kaali khaali raaton se hone lagi hai dosti
Khoya khoya inn raahon mein ab mera kuch bhi nahi
Har pal har lamha main kaise sehta hoon
Har pal har lamha main khudh se yeh kehta rehta hoon
Tujhe bhula diya oh
Phir kyun teri yaadon ne
Mujhe rula diya
 
Teri yaadon mein likhe jo lafz dete hai sunayi
Beetay lamhe poochte hai kyun hue aise judaa
Khuda, khuda mila jo yeh faasla hai
Khuda tera hi yeh faisla hai
Khuda hona tha woh ho gaya jo tune tha likha
 
Do pal tujhse juda tha
Aise phir rasta muda tha
Tujhse mein khone laga juda jaise hone laga
Mujhse kuch mera
Tu hi meri liye ab kar dua
Tu hi iss dard se kar de juda
Tera hoke tera jo main na raha
Main yeh khud se kehta hoon
 
Tujhe bhula diya oh
Phir kyun teri yaadon ne
Mujhe rula diya
 
Tu nahin toh, inn labon pe ik shikaayat reh gayi hai
Door hi jab karna tha toh paas kyun laaya batah
Khuda kabhi tujhe bhi toh pyaar hoga
Khuda judaa tera yaar hoga
Khuda jaanega tu faaslon ka hai yeh dard kya"	"My eyes got raining..
And even the dry dreams got wet
My eyes got raining..
My sleep cries in the corners of eyelashes
My eyes got raining..
My tears fall and heart gets hurt
My eyes got raining..
It's like weather of separation's clouds
 
Black black blank nights, are becoming my friend..
Lost, lost in these paths, I have nothing of my own..
Every moment every Second, how I bear..
Every moment every Second, to myself, I keep saying..
I've forgotten you..
Then why do your memories..
make me cry..
 
I hear the words written in your memories..
Passed moments ask why we got separated like this.. God..
God, this distance I've got...
God, it's your decision...
God, it was supposed to be and it happened....That you had written
 
For two moments I was attached to you
Then the path was turned such..
I started getting lost from you
Like something was getting away..
that was mine
You only pray for me now
You only part me from this pain
Being yours, I am not anymore yours
I say this to myself
 
I've forgotten you
Then why do your memories
make me cry
 
Since you aren't here, these lips are only complaining
When you were gonna separate us then why did you got us close..
God sometime you will love too
God your love will get separated too
God then you will know pain of this distance (separation)"	2
Mohit Chauhan	Tujhko Jo Paaya	"Mere Bina
Rehne Laga Hun
Teri Hawaon Me
Behne Laga Hun
 
Jaane Main Kaise
Tera Hua Hu
 
Mujhe To Lagta Hai Main Shayad Tere Dil Ki Dua Hu
 
Haan
 
Tujhko Jo Paaya Ahan
To Jeena Aaya
Ab Ye Lamha Theher Jaye Tham Jaye Bas Jaye Hum Dono Ke Darmiyaaaaan
 
Tujhko Jo Paaya Ahan
To Jeena Aaya
Ab Ye Lamha Theher Jaye Tham Jaye Bas Jaye Hum Dono Ke Darmiyaaaaan
 
Pehle Se Zyada
Main Jee Raha Hu
Jabse Main Tere Dil Se Juda Hu
Rahon Pe Teri Main To Chala Hu
Tu Meri Manzil Hai Tere Kadmon Pe Bas Rukne Laga Hu
 
Tujhko Jo Paaya Ahan
To Jeena Aaya
Ab Ye Lamha Theher Jaye Tham Jaye Bas Jaye Hum Dono Ke Darmiyaaaaan
 
Tujhko Jo Paaya Ahan
To Jeena Aaya
Ab Ye Lamha Theher Jaye Tham Jaye Bas Jaye Hum Dono Ke Darmiyaaaaan
 
Teri Nazar Me Nayi Si Adaa Hai
Naya Sa Nasha Bhhi Ghula Hai
 
Kayi Dino Se Bandha Tha Baadal Jo
Tere Hi Baalon Me Khula Hai
 
Teri Hadon Me Meri Basar Hai
Ab Tujhe Bhi
Janu Kidhar Hai
Jahan Rahe Tu Main Wo Jahan Hu
Jise Jiye Tu Main Wo Sama Hun
Teri Waja Se Naya Naya Hu
 
Pehle Kaha Na Maine Ab Ye Tumse Kehne Laga Hun..Aaaa
 
Tujhko Jo Paaya Ahan
To Jeena Aaya
Ab Ye Lamha Theher Jaye Tham Jaye Bas Jaye Hum Dono Ke Darmiyaaaaan
 
Tujhko Jo Paaya Ahan
To Jeena Aaya
Ab Ye Lamha Theher Jaye Tham Jaye Bas Jaye Hum Dono Ke Darmiyaaaaan"	"I have started to live without my own self
Thinking about you,
I only flow in the thoughts about you.
 
I don't know how
I have ended up becoming yours
 
It feels like maybe I am a longing from your heart.
 
Since I have met you I have started to learn what living is
This moment... should just come to a standstill and the distance between us may fade away.
 
Since I have met you I have started to learn what living is
This moment... should just come to a standstill and the distance between us may fade away.
 
I am living more than I have ever before
Since I parted from you, I have walked the paths that you have
You are my destination and I have started to stop at your footsteps.
 
Since I have met you I have started to learn what living is
This moment... should just come to a standstill and the distance between us may fade away.
 
Since I have met you I have started to learn what living is
This moment... should just come to a standstill and the distance between us may fade away.
 
There is different kind of charm in your eyes
and the its renders a different state of fancy
The cloud that had been trapped since many days
has been set free in the strands of your hair
 
I live in your limits
I like in your world
I become the air/environment you live in
because of you I am a whole new person
I have said this before, but now I am saying this to you
 
Since I have met you I have started to learn what living is
This moment... should just come to a standstill and the distance between us may fade away.
Since I have met you I have started to learn what living is
This moment... should just come to a standstill and the distance between us may fade away."	1
Alka Yagnik	Aaye ho meri zindagi mein	"Aaye ho meri zindagi mein, tum bahar banke
Mere dil mein yunhi rahna, tum pyar pyar ban ke
Ankhon mein tum base ho, sapne hazaar ban ke
Mere dil mein yunhi rahna, tum pyar pyar ban ke- Aaye ho,,,
 
Mere saathi mere sajan, mere saath yun hi chalna
Badalega rang zamana, par tum nahi badalna
Meri mang yun hi bharna, taare hazaar ban ke
Mere dil mein yun hi rahna, tum pyar pyar ban ke
 
Agar main jo rooth jaoon, to tum mujhe manana
Thama hai haath mera, phir umr bhar nibhana
Mujhe chod ke na jana, wade hazaar kar ke
Mere dil mein yun hi rahna tum pyar pyar ban ke---Aaye ho"	"You have come into my life in the guise of spring
Stay in my heart always as love
You reside in my eyes as a thousand dreams
Stay in my heart always as love
 
My partner, my lover, be by my side always
this world will change, but don't you change
Decorate my forehead in the guise of a thousand stars
Stay in my heart always as love
 
If I get angry, then console me
Now that you have accepted me, now keep your word
Do not leave me after making so many dreams
Stay in my heart always as love"	1
Alka Yagnik	Agar Tum Saath Ho	"Pal bhar thahar jaao
Dil ye sambhal jaaye
Kaise tumhe roka karun
Meri taraf aata har gham phisal jaaye
Aankhon mein tum ko bharun
Bin bole baatein tumse karun
‘gar tum saath ho..
Agar tum saath ho
Behti rehti..
Nahar nadiya si teri duniya mein
Meri duniya hai teri chaahaton mein
Main dhal jaati hoon teri aadaton mein
‘gar tum saath ho
Teri nazron mein hai tere sapne
Tere sapno mein hai naraazi
Mujhe lagta hai ke baatein dil ki
Hoti lafzon ki dhokebaazi
Tum saath ho ya na ho kya fark hai
Bedard thi zindagi bedard hai
Agar tum saath ho
Agar tum saath ho
Palkein jhapakte hi din ye nikal jaaye
Bethi bethi bhaagi phirun
Meri taraf aata har gham phisal jaaye
Aankhon mein tum ko bharun
Bin bole baatein tumse karun
gar tum saath ho
Agar tum saath ho
Teri nazron mein hai tere sapne
Tere sapno mein hai naraazi
Mujhe lagta hai ke baatein dil ki
Hoti lafzon ki dhokebaazi
Tum saath ho ya na ho kya fark hai
Bedard thi zindagi bedard hai
Agar tum saath ho
Dil ye sambhal jaaye
Agar tum saath ho
Har gham phisal jaaye
Agar tum saath ho
Din ye nikal jaaye
Agar tum saath ho
Har gham phisal jaaye"	"Wait for a moment
This heart will be stable
How should I stop you
Every sorrow, coming to me, will skid
My eyes are full of you
I will talk to you without speaking
If you're with me
If you're with me
 
Keep flowing
Like rivers in your world
My world is in your love
I will be able to adjust in your habits
If you're with me
 
Your dreams are in your eyes
There is the angriness in your dreams
I think things about heart (love)
Are betrayal of lips or words
It doesn't matter If you're with me or not
Life was unsympathetic, life is unsympathetic
If you're with me
If you're with me
 
The day passes away in a single eye blink
I keep running while sitting
Every sorrow, coming to me, will skid
My eyes are full of you
I will talk to you without speaking
If you're with me
If you're with me
 
Your dreams are in your eyes
There is the angriness in your dreams
I think things about heart (love)
Are betrayal of lips or words
It doesn't matter If you're with me or not
Life was unsympathetic, life is unsympathetic
 
If you're with me
This heart will be stable
(If you're with me)
Every sorrow will skid
(If you're with me)
This day passes away
(If you're with me)
Every sorrow will skid"	1
Alka Yagnik	Such Craziness	"Hmm Hm Hmm, Hm Hmm Hm Hmm
 
Dekhi Nahin Kahin
 
Hm Hmm Hm Hmm, Hm Hmm Hm Hmm
 
Maine Iss Liye
 
Aisi Deewangi Dekhi Nahin Kahin
Maine Iss Liye, Jaane Jaana, Deewana
Tera Naam Rakh Diya, Tera Naam Rakh Diya
Haan, Naam Rakh Diya, Tera Naam Rakh Diya
 
Mera Naseeb Hai Jo Mere Yaar Ne
Haske Pyaar Se, Bekhudi Mein Deewana
Mera Naam Rakh Diya, Mera Naam Rakh Diya
Haan, Naam Rakh Diya, Mera Naam Rakh Diya
 
Tune Pehli Nazar Mein Sanam Mere Dil Ko Churaaya
Oh, Tune Pehli Nazar Mein Sanam Mere Dil Ko Churaaya
 
Oye, Duniya Se Paraayi Tujhe Apna Banaaya
 
Bina Dekhe Tujhe Ab Na Aaye Qaraar
 
Har Ghadi Hai Mujhe Ab Tera Intezaar
Aisi Deewangi Dekhi Nahin Kahin
Maine Iss Liye, Jaane Jaana, Deewana
Tera Naam Rakh Diya, Tera Naam Rakh Diya
Haan, Naam Rakh Diya, Tera Naam Rakh Diya
 
Teri Chaahat Ki Chaandi Meri Aankhon Mein Bas Gayi - 2
 
Yeh Khushboo Tere Jism Ki Meri Saanson Mein Bas Gayi
 
Tu Meri Aarzoo, Tu Hai Meri Vafaa
 
Zindagi Mein Kabhi Ab Na Honge Judaa
Aisi Deewangi Dekhi Nahin Kahin
Maine Iss Liye, Jaane Jaana, Deewana
Tera Naam Rakh Diya, Tera Naam Rakh Diya
Haan, Naam Rakh Diya, Tera Naam Rakh Diya
 
Mera Naseeb Hai Jo Mere Yaar Ne
Haske Pyaar Se, Bekhudi Mein Deewana
Mera Naam Rakh Diya, Mera Naam Rakh Diya
Haan, Naam Rakh Diya, Mera Naam Rakh Diya
 
Jaane Jaana, Deewana
Tera Naam Rakh Diya"	"Such craziness...
 
Hm Hmm Hm Hmm, Hm Hmm Hm Hmm
 
I've never seen before
 
Hm Hmm Hm Hmm, Hm Hmm Hm Hmm
 
I've therefore
 
Such craziness, I've never seen before.
I've therefore, my darling,
Named you 'Crazy'...
Yes I named you ('Crazy')...
 
This is my blessing that my lover
Laughingly, with love, named me 'Crazy'.
Named me ('Crazy')...
Yes, named me ('Crazy')...
 
At first sight, you stole my heart, my love.
O, at first sight, you stole my heart, my love.
 
In front of the whole world, I've made you mine.
 
I can't think without seeing you.
 
I'm constantly longing for you.
Such craziness, I've never seen before.
I've therefore, my darling,
Named you 'Crazy'...
Yes I named you ('Crazy')..
 
There's love for you always in my eyes -2
 
The scent of your body has become part of my breath.
 
You are my desire, You are my faithfulness.
 
We will never be apart in life.
Such craziness, I've never seen before.
I've therefore, my darling,
Named you 'Crazy'...
Yes I named you ('Crazy')...
 
This is my blessing that my lover
Laughingly, with love, named me 'Crazy'.
Named me ('Crazy')...
Yes, named me ('Crazy')...
 
My darling, 'Crazy'...
I've named you ('Crazy')."	2
Alka Yagnik	baahon ke darmiyaan	"Baahon ke darmiyaan do pyaar mil rahe hain
Baahon ke darmiyaan do pyaar mil rahe hain
Jaane kya bole mann dole sunke badan
Dhadkan bani zubaan
 
Baahon ke darmiyaan do pyaar mil rahe hain
Jaane kya bole mann dole sunke badan
Dhadkan bani zubaan
Baahon ke darmiyaan
 
Khulte badn hote labhon ki ye ankahi
Khulte badn hote labhon ki ye ankahi
Mujhse keh rahi hai ki badhne de bekhudi
Mil yoon ki daud jaayein nas nas mein bijliyaan
 
Baahon ke darmiyaan do pyaar mil rahe hain
Jaane kya bole mann dole sunke badan
Dhadkan bani zubaan
Baahon ke darmiyaan
 
Aasmaan ko bhi ye haseen raaz hai pasand
Aasmaan ko bhi ye haseen raaz hai pasand
Uljhi uljhi saanson ki aawaaz hai pasand
Moti luta rahi hai saawan ki badliyaan
 
Baahon ke darmiyaan do pyaar mil rahe hain
Baahon ke darmiyaan do pyaar mil rahe hain
Jaane kya bole mann dole sunke badan
Dhadkan bani zubaan
Baahon ke darmiyaan ."	"Two loves are meeting in the middle of an embrace.
Two loves are meeting in the middle of an embrace.
Who knows what the hearts said? Hearing it, the bodies swayed.
The heartbeat became a voice.
 
Two loves are meeting in the middle of an embrace.
Who knows what the hearts said? Hearing it, the bodies swayed.
The heartbeat became a voice.
In the middle of an embrace
 
Pliant bodies, unspeaking lips
Pliant bodies, unspeaking lips
are telling me to let this recklessness take over.
Meet like this or race away, there's lightning in every pore.
 
Two loves are meeting in the middle of an embrace.
Who knows what the hearts said? Hearing it, the bodies swayed.
The heartbeat became a voice.
In the middle of an embrace
 
Even the sky approves of this beautiful secret
Even the sky approves of this beautiful secret
The sound of unsteady breaths is pleasing to it.
The rain clouds are bringing down pearls."	
